unique_id,name,condition,length,total_delay_time,delay_time_per_vehicle,breaks_down,delay_time_Scenario_8_1,breaks_down_Scenario_8_1,delay_car_Scenario_8_1,delay_time_Scenario_8_2,breaks_down_Scenario_8_2,delay_car_Scenario_8_2,delay_time_Scenario_8_3,breaks_down_Scenario_8_3,delay_car_Scenario_8_3,delay_time_Scenario_8_4,breaks_down_Scenario_8_4,delay_car_Scenario_8_4,delay_time_Scenario_8_5,breaks_down_Scenario_8_5,delay_car_Scenario_8_5,delay_time_Scenario_8_6,breaks_down_Scenario_8_6,delay_car_Scenario_8_6,delay_time_Scenario_8_7,breaks_down_Scenario_8_7,delay_car_Scenario_8_7,delay_time_Scenario_8_8,breaks_down_Scenario_8_8,delay_car_Scenario_8_8,delay_time_Scenario_8_9,breaks_down_Scenario_8_9,delay_car_Scenario_8_9,delay_time_Scenario_8_10,breaks_down_Scenario_8_10,delay_car_Scenario_8_10
5,. id 5,A,0.0113,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
11,. id 11,A,0.0066,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
21,KANCHPUR PC GIRDER BRIDGE id 21,B,0.397,0,0,False,0.0,False,0.0,29291.54386928911,True,10.848719951589215,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,46643.791009766726,True,17.048169228716077,49277.232839641394,True,18.665618499863413,0.0,False,0.0
27,NOYAPARA CULVERT id 27,B,0.0063,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,28497.28335655951,True,10.665150956795898,0.0,False,0.0,0.0,False,0.0,41023.40833503331,True,15.358820043066892,34105.036527962075,True,12.47440984929085,39733.55819658192,True,15.027820800522084,0.0,False,0.0
29,NAYABARI KASPUR BOX CULVERT id 29,A,0.0083,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,44879.47301223399,True,16.628185628837677,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
34,NAYABARI BOX CULVERT id 34,B,0.0106,0,0,False,0.0,False,0.0,0.0,False,0.0,27102.243774094,True,10.13167991554874,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,40263.60843349105,True,15.074357331894202,0.0,False,0.0,41079.36847395268,True,15.542704681782862,0.0,False,0.0
36,DAWAN BAG BOX CULVERT id 36,A,0.0060999999999999,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,44408.366427659006,True,14.656226543781052,0.0,False,0.0,45217.18486271017,True,14.336456836623858,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
38,Madanpur Bridge.(L) id 38,A,0.0275,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,34422.902701130486,True,10.90713013343865,0.0,False,0.0,41729.13322900822,True,13.790196043954356,0.0,False,0.0
41,KAWTALA BOX CULVERT id 41,A,0.0119,0,0,False,32763.150601990128,True,10.283474765220063,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
44,MALIBAG BOX CULVERT id 44,B,0.00555,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
